Sr no,Country,Area (ha),No of trees,Longitude,Latitude,Google Maps Link
1,Indonesia,16894,2196220,116.7719915,1.149087509,"https://www.google.com/maps?q=1.14908750934733,116.771991485832"
2,Indonesia,94,12220,116.0601568,-1.855789194,"https://www.google.com/maps?q=-1.85578919353741,116.060156755583"
3,Indonesia,20552,2671760,116.1964058,-2.211609448,"https://www.google.com/maps?q=-2.21160944806591,116.196405773976"
4,Indonesia,8134,1057420,117.1178651,3.219644365,"https://www.google.com/maps?q=3.21964436478316,117.117865105307"
5,Indonesia,2094,272220,117.3468915,2.755505756,"https://www.google.com/maps?q=2.75550575582694,117.346891489252"
6,Indonesia,777,101010,117.5266603,3.600227849,"https://www.google.com/maps?q=3.60022784947603,117.526660303217"
7,Indonesia,7325,952250,115.0700883,0.02918079104,"https://www.google.com/maps?q=0.0291807910351974,115.070088262082"
8,Indonesia,6631,862030,116.3948204,-1.425171549,"https://www.google.com/maps?q=-1.42517154852343,116.394820445037"
9,Indonesia,15033,1954290,116.9948398,1.283060559,"https://www.google.com/maps?q=1.28306055884598,116.994839758097"
10,Indonesia,4440,577200,116.8329105,3.91706542,"https://www.google.com/maps?q=3.91706541974178,116.832910499146"
11,Indonesia,991,128830,116.108977,-1.643759826,"https://www.google.com/maps?q=-1.64375982562919,116.108976961418"
12,Indonesia,19455,2529150,116.3946006,-1.967601681,"https://www.google.com/maps?q=-1.96760168133013,116.394600628637"
13,Indonesia,5170,672100,116.693609,-1.150847434,"https://www.google.com/maps?q=-1.15084743394566,116.693609043527"
14,Indonesia,9533,1239290,117.4126196,3.881243629,"https://www.google.com/maps?q=3.88124362884698,117.412619563152"
15,Indonesia,22443,2917590,117.2874498,3.85445045,"https://www.google.com/maps?q=3.85445045044902,117.287449781578"
16,Indonesia,23989,3118570,117.0731182,3.682959373,"https://www.google.com/maps?q=3.68295937293902,117.073118155626"
17,Indonesia,15038,1954940,116.8629477,3.525062059,"https://www.google.com/maps?q=3.5250620590592,116.862947678205"
18,Indonesia,4068,528840,117.5861608,2.648544528,"https://www.google.com/maps?q=2.64854452808386,117.586160822348"
19,Indonesia,24551,3191630,117.4009735,2.233768022,"https://www.google.com/maps?q=2.23376802208179,117.400973541448"
20,Indonesia,11335,1473550,117.9703937,1.142746788,"https://www.google.com/maps?q=1.14274678817354,117.970393743897"
21,Indonesia,12824,1667120,117.9664786,0.8440959304,"https://www.google.com/maps?q=0.844095930376688,117.966478636291"
22,Indonesia,21296,2768480,117.6847237,0.9024896176,"https://www.google.com/maps?q=0.902489617631183,117.684723663079"
23,Indonesia,8965,1165450,117.8724696,0.9648526786,"https://www.google.com/maps?q=0.964852678567767,117.872469646823"
24,Indonesia,23095,3002350,117.6187166,0.6615593641,"https://www.google.com/maps?q=0.661559364071921,117.618716556778"
25,Indonesia,18986,2468180,117.4533133,0.6584402909,"https://www.google.com/maps?q=0.658440290943017,117.453313269013"
26,Indonesia,22762,2959060,117.0926743,1.499686059,"https://www.google.com/maps?q=1.4996860591343,117.092674305822"
27,Indonesia,15077,1960010,117.1876959,1.426729201,"https://www.google.com/maps?q=1.42672920055128,117.187695863663"
28,Indonesia,1110,144300,116.8349869,0.9843845422,"https://www.google.com/maps?q=0.984384542215075,116.834986869017"
29,Indonesia,9602,1248260,116.9292041,1.03216945,"https://www.google.com/maps?q=1.03216945010307,116.929204068295"
30,Indonesia,12411,1613430,116.8977223,0.9280131582,"https://www.google.com/maps?q=0.928013158185292,116.897722348714"
31,Indonesia,19960,2594800,117.0768573,0.887846069,"https://www.google.com/maps?q=0.887846069039262,117.076857319119"
32,Indonesia,12335,1603550,117.2176476,0.7603402057,"https://www.google.com/maps?q=0.760340205686121,117.217647603593"
33,Indonesia,2372,308360,116.7933841,0.6315942401,"https://www.google.com/maps?q=0.631594240149552,116.793384101035"
34,Indonesia,2757,358410,116.7743841,0.5768130453,"https://www.google.com/maps?q=0.57681304530459,116.774384095015"
35,Indonesia,14412,1873560,116.5155124,0.2528667834,"https://www.google.com/maps?q=0.252866783414497,116.515512383142"
36,Indonesia,14640,1903200,116.4623352,0.1297057432,"https://www.google.com/maps?q=0.129705743217655,116.46233516245"
37,Indonesia,22412,2913560,115.1736778,0.3716521793,"https://www.google.com/maps?q=0.371652179321446,115.173677840727"
38,Indonesia,8625,1121250,115.6878668,-0.02298996702,"https://www.google.com/maps?q=-0.0229899670207822,115.687866846609"
39,Indonesia,15003,1950390,115.9215147,-0.2219166843,"https://www.google.com/maps?q=-0.221916684292813,115.921514715261"
40,Indonesia,22642,2943460,115.8301287,-0.4020470521,"https://www.google.com/maps?q=-0.402047052118662,115.83012868807"
41,Indonesia,20659,2685670,115.4967487,-0.6640011254,"https://www.google.com/maps?q=-0.66400112544094,115.496748746089"
42,Indonesia,14840,1929200,115.6058121,-0.6107742053,"https://www.google.com/maps?q=-0.610774205258204,115.605812109941"
43,Indonesia,9023,1172990,115.7357624,-0.7665035105,"https://www.google.com/maps?q=-0.766503510485803,115.735762421135"
44,Indonesia,36689,4769570,115.8195192,-0.6491010743,"https://www.google.com/maps?q=-0.649101074285361,115.819519223595"
45,Indonesia,15178,1973140,115.8782227,-0.8389111458,"https://www.google.com/maps?q=-0.838911145849457,115.878222726366"
46,Indonesia,8860,1151800,115.6956027,-0.9537347913,"https://www.google.com/maps?q=-0.953734791345058,115.695602726838"
47,Indonesia,16811,2185430,116.4184009,-0.08151783002,"https://www.google.com/maps?q=-0.0815178300221817,116.418400851713"
48,Indonesia,17697,2300610,116.8150781,0.01741263895,"https://www.google.com/maps?q=0.0174126389450937,116.815078072087"
49,Indonesia,13139,1708070,116.939889,0.09996608173,"https://www.google.com/maps?q=0.0999660817318175,116.93988903749"
50,Indonesia,11154,1450020,116.8138934,-0.6336782619,"https://www.google.com/maps?q=-0.633678261904513,116.813893436938"
51,Indonesia,20024,2603120,117.1169587,-0.730114907,"https://www.google.com/maps?q=-0.730114906979483,117.116958651711"
52,Indonesia,11115,1444950,116.4636846,-1.280915069,"https://www.google.com/maps?q=-1.28091506924003,116.463684610772"
53,Indonesia,18758,2438540,115.8233093,-1.559471687,"https://www.google.com/maps?q=-1.55947168710352,115.823309314787"
54,Indonesia,18098,2352740,115.8066616,-1.737517229,"https://www.google.com/maps?q=-1.73751722904451,115.806661628161"
55,Indonesia,5690,739700,116.0164443,-1.796397672,"https://www.google.com/maps?q=-1.79639767161427,116.016444322309"
56,Indonesia,10558,1372540,116.0043715,-1.923219012,"https://www.google.com/maps?q=-1.92321901235445,116.00437153611"
57,Indonesia,14516,1887080,116.0084283,-2.159072889,"https://www.google.com/maps?q=-2.15907288896206,116.008428327473"
58,Indonesia,8807,1144910,116.5207522,-2.354113402,"https://www.google.com/maps?q=-2.35411340183346,116.520752179454"
59,Indonesia,18833,2448290,116.2460396,4.262952896,"https://www.google.com/maps?q=4.26295289571587,116.246039619852"
60,Indonesia,20375,2648750,116.3849788,4.283405806,"https://www.google.com/maps?q=4.2834058059055,116.384978824104"
61,Indonesia,20632,2682160,117.3191768,3.766137162,"https://www.google.com/maps?q=3.76613716246816,117.319176810889"
62,Indonesia,18048,2346240,116.9244895,3.697511955,"https://www.google.com/maps?q=3.69751195455089,116.924489482103"
63,Indonesia,12231,1590030,117.1528468,3.785679282,"https://www.google.com/maps?q=3.78567928222303,117.152846765385"
64,Indonesia,23414,3043820,116.7927781,3.639434888,"https://www.google.com/maps?q=3.63943488829813,116.792778085918"
65,Indonesia,30214,3927820,116.4134572,3.137234189,"https://www.google.com/maps?q=3.13723418899425,116.413457242974"
66,Indonesia,17476,2271880,116.5418065,3.200198763,"https://www.google.com/maps?q=3.20019876307597,116.541806505705"
67,Indonesia,13978,1817140,116.5597952,3.427869628,"https://www.google.com/maps?q=3.4278696278186,116.559795165123"
68,Indonesia,9033,1174290,117.2395793,3.177432612,"https://www.google.com/maps?q=3.17743261170992,117.239579256509"
69,Indonesia,20039,2605070,116.9613993,2.342325099,"https://www.google.com/maps?q=2.34232509865565,116.961399306979"
70,Indonesia,16471,2141230,117.5926631,2.305829411,"https://www.google.com/maps?q=2.30582941132989,117.592663051833"
71,Indonesia,12023,1562990,117.53556,2.323967934,"https://www.google.com/maps?q=2.32396793386181,117.535559978037"
72,Indonesia,3304,429520,117.5080114,2.28544175,"https://www.google.com/maps?q=2.28544175036117,117.508011396527"
73,Indonesia,6208,807040,117.3196605,0.6134869852,"https://www.google.com/maps?q=0.613486985209014,117.319660507654"
74,Indonesia,12248,1592240,117.2617054,4.205589583,"https://www.google.com/maps?q=4.20558958282165,117.261705381607"
75,Indonesia,21602,2808260,116.7374792,3.979606369,"https://www.google.com/maps?q=3.97960636926234,116.737479243116"
76,Indonesia,9817,1276210,116.8606604,1.18734609,"https://www.google.com/maps?q=1.18734608978932,116.860660390313"
77,Indonesia,10062,1308060,116.7498581,1.227935396,"https://www.google.com/maps?q=1.22793539597408,116.749858133486"
78,Indonesia,10026,1303380,118.1768112,1.583810397,"https://www.google.com/maps?q=1.58381039744244,118.176811200468"
79,Indonesia,18171,2362230,116.0672194,0.542880376,"https://www.google.com/maps?q=0.542880376001841,116.067219426994"
80,Indonesia,14471,1881230,116.4348912,0.252626997,"https://www.google.com/maps?q=0.252626997005211,116.434891168601"
81,Indonesia,9906,1287780,116.4657454,-1.386768888,"https://www.google.com/maps?q=-1.38676888840517,116.465745425453"
82,Indonesia,18704,2431520,116.2127265,-2.128562692,"https://www.google.com/maps?q=-2.12856269246351,116.212726483291"
83,Indonesia,9948,1293240,116.5984842,-0.2555489001,"https://www.google.com/maps?q=-0.255548900061208,116.598484206491"
84,Indonesia,3549,461370,117.7204362,1.884922541,"https://www.google.com/maps?q=1.88492254068783,117.720436212441"
85,Indonesia,8990,1168700,115.3088417,0.1987225543,"https://www.google.com/maps?q=0.198722554286502,115.308841660181"
86,Indonesia,2830,367900,115.671369,-0.01996901489,"https://www.google.com/maps?q=-0.0199690148942185,115.671369035238"
87,Indonesia,6603,858390,117.7259403,1.061074674,"https://www.google.com/maps?q=1.06107467370245,117.725940289205"
88,Indonesia,18209,2367170,116.1146733,-0.6496618601,"https://www.google.com/maps?q=-0.649661860114781,116.114673271316"
89,Indonesia,8359,1086670,116.5454421,-1.347886231,"https://www.google.com/maps?q=-1.34788623058952,116.545442066164"
90,Indonesia,9256,1203280,116.7962816,1.262985514,"https://www.google.com/maps?q=1.26298551350019,116.796281561783"
91,Indonesia,7812,1015560,116.264802,-1.450422185,"https://www.google.com/maps?q=-1.45042218450702,116.264802017792"
92,Indonesia,2338,303940,116.3543411,-1.419194394,"https://www.google.com/maps?q=-1.41919439448773,116.354341102817"
93,Indonesia,8561,1112930,116.036594,-0.4219498568,"https://www.google.com/maps?q=-0.421949856754363,116.036594030606"
94,Indonesia,6935,901550,115.5962716,-0.4813223459,"https://www.google.com/maps?q=-0.481322345875243,115.596271644837"
95,Indonesia,5370,698100,115.9694993,-0.5281482675,"https://www.google.com/maps?q=-0.52814826753665,115.969499343129"
96,Indonesia,833,108290,116.3872483,-2.324394487,"https://www.google.com/maps?q=-2.3243944867791,116.38724826839"
97,Indonesia,5878,764140,117.0190718,4.1457878,"https://www.google.com/maps?q=4.14578780012473,117.019071835185"
98,Indonesia,2111,274430,116.9314643,4.062815581,"https://www.google.com/maps?q=4.06281558145437,116.931464347845"
99,Indonesia,5738,745940,117.9139181,1.59232976,"https://www.google.com/maps?q=1.59232976046108,117.913918134475"
100,Indonesia,4643,603590,116.4124452,-2.290313479,"https://www.google.com/maps?q=-2.29031347867726,116.412445194161"
101,Indonesia,5389,700570,116.3204186,-2.225189224,"https://www.google.com/maps?q=-2.22518922363487,116.32041864684"
102,Indonesia,18033,2344290,116.4010981,0.4878727395,"https://www.google.com/maps?q=0.487872739500447,116.401098093915"
103,Indonesia,2033,264290,116.6159236,0.3532052344,"https://www.google.com/maps?q=0.353205234384833,116.615923609847"
104,Indonesia,5028,653640,116.4819582,0.4366061668,"https://www.google.com/maps?q=0.436606166754717,116.481958156386"
105,Indonesia,5210,677300,116.4107287,0.3777969664,"https://www.google.com/maps?q=0.37779696641304,116.410728737629"
106,Indonesia,4779,621270,116.2272554,0.2205813127,"https://www.google.com/maps?q=0.220581312674657,116.227255378732"
107,Indonesia,4540,590200,116.1769768,0.3476345469,"https://www.google.com/maps?q=0.347634546941767,116.176976823917"
108,Indonesia,13622,1770860,116.3219085,0.2394070291,"https://www.google.com/maps?q=0.239407029105008,116.321908545113"
109,Indonesia,2954,384020,116.2175031,0.3087363026,"https://www.google.com/maps?q=0.308736302557753,116.217503134109"
110,Indonesia,9099,1182870,116.0019963,0.4625064243,"https://www.google.com/maps?q=0.462506424314708,116.001996340132"
111,Indonesia,173,22490,116.0564935,0.4247022835,"https://www.google.com/maps?q=0.424702283489161,116.056493545636"
112,Indonesia,5942,772460,117.2444165,4.096686525,"https://www.google.com/maps?q=4.09668652524932,117.244416473063"
113,Indonesia,7072,919360,117.0067487,1.125357831,"https://www.google.com/maps?q=1.12535783142458,117.006748677338"
114,Indonesia,4431,576030,116.8316363,0.9098523227,"https://www.google.com/maps?q=0.90985232266384,116.831636316658"
115,Indonesia,3616,470080,117.0503463,4.078319099,"https://www.google.com/maps?q=4.07831909938391,117.050346284928"
116,Indonesia,5860,761800,116.8211309,3.947055649,"https://www.google.com/maps?q=3.94705564904112,116.821130902315"
117,Indonesia,9857,1281410,116.9187965,4.049650934,"https://www.google.com/maps?q=4.04965093353485,116.918796504911"
118,Indonesia,14021,1822730,117.9284554,2.330746456,"https://www.google.com/maps?q=2.33074645574394,117.928455445794"
119,Indonesia,40162,5221060,118.2106694,1.279285183,"https://www.google.com/maps?q=1.27928518304436,118.210669360312"
120,Indonesia,2854,371020,115.9529311,-1.914204617,"https://www.google.com/maps?q=-1.91420461658023,115.952931056966"
121,Indonesia,2145,278850,115.9720837,-1.868422045,"https://www.google.com/maps?q=-1.86842204536669,115.972083690832"
122,Indonesia,14369,1867970,116.1923408,-0.5662822436,"https://www.google.com/maps?q=-0.566282243637842,116.192340844631"
123,Indonesia,3045,395850,116.3142727,-0.5664817394,"https://www.google.com/maps?q=-0.566481739376723,116.314272742011"
124,Indonesia,1283,166790,116.0539791,-1.482393454,"https://www.google.com/maps?q=-1.48239345353999,116.0539790738"
125,Indonesia,5459,709670,116.1164136,-1.450963172,"https://www.google.com/maps?q=-1.45096317206916,116.116413613694"
126,Indonesia,13642,1773460,117.3792105,4.07977422,"https://www.google.com/maps?q=4.07977422027894,117.379210450965"
127,Indonesia,33207,4316910,117.4085259,4.20889587,"https://www.google.com/maps?q=4.2088958695757,117.408525900187"
128,Indonesia,4759,618670,116.2065187,-1.449353177,"https://www.google.com/maps?q=-1.44935317714811,116.206518729289"
129,Indonesia,11794,1533220,116.2999967,-2.298109026,"https://www.google.com/maps?q=-2.29810902551448,116.299996748439"
130,Indonesia,5029,653770,117.8295582,4.096993189,"https://www.google.com/maps?q=4.09699318934156,117.829558249419"
131,Indonesia,8081,1050530,117.6768915,4.006540811,"https://www.google.com/maps?q=4.0065408106099,117.676891481051"
132,Indonesia,4955,644150,117.8796809,4.107512078,"https://www.google.com/maps?q=4.10751207757574,117.879680922493"
133,Indonesia,9562,1243060,117.1173928,1.293920814,"https://www.google.com/maps?q=1.2939208136114,117.117392828152"
134,Indonesia,3404,442520,116.9252336,1.262417981,"https://www.google.com/maps?q=1.26241798117635,116.925233612981"
135,Indonesia,8179,1063270,116.6397094,3.486315483,"https://www.google.com/maps?q=3.48631548291243,116.6397094453"
136,Indonesia,9519,1237470,116.7612689,3.851925829,"https://www.google.com/maps?q=3.85192582922952,116.761268917378"
137,Indonesia,16299,2118870,117.1561735,2.76463394,"https://www.google.com/maps?q=2.76463393963069,117.156173485"
138,Indonesia,10228,1329640,117.7046311,2.726398089,"https://www.google.com/maps?q=2.7263980890037,117.704631133123"
139,Indonesia,5227,679510,117.5159347,2.528399022,"https://www.google.com/maps?q=2.52839902176274,117.515934746811"
140,Indonesia,6919,899470,117.8825573,2.467391152,"https://www.google.com/maps?q=2.46739115171113,117.882557258379"
141,Indonesia,29361,3816930,117.408183,0.7596759279,"https://www.google.com/maps?q=0.759675927876043,117.40818302505"
142,Indonesia,7120,925600,116.9857462,2.462324633,"https://www.google.com/maps?q=2.46232463273621,116.985746220071"
143,Indonesia,5187,674310,117.023704,2.298485106,"https://www.google.com/maps?q=2.29848510569222,117.023703969139"
144,Indonesia,2853,370890,116.8426564,2.293637935,"https://www.google.com/maps?q=2.2936379349743,116.842656423048"
145,Indonesia,14220,1848600,116.9191745,2.235168561,"https://www.google.com/maps?q=2.23516856147983,116.919174506912"
146,Indonesia,4005,520650,118.5163294,1.338354574,"https://www.google.com/maps?q=1.33835457401925,118.516329447394"
147,Indonesia,6500,845000,118.4968339,1.288443224,"https://www.google.com/maps?q=1.28844322423445,118.496833903008"
148,Indonesia,4242,551460,118.4762516,1.238599588,"https://www.google.com/maps?q=1.23859958797043,118.476251647878"
149,Indonesia,7507,975910,118.0212407,1.266385412,"https://www.google.com/maps?q=1.26638541234257,118.021240659465"
150,Indonesia,10203,1326390,118.6692314,1.236396221,"https://www.google.com/maps?q=1.23639622113777,118.669231412153"
151,Indonesia,3679,478270,118.7929992,1.088041713,"https://www.google.com/maps?q=1.0880417134627,118.792999204252"
152,Indonesia,1976,256880,117.6950175,0.6662846086,"https://www.google.com/maps?q=0.666284608561784,117.695017482654"
153,Indonesia,6166,801580,117.6159152,0.5842939907,"https://www.google.com/maps?q=0.58429399072126,117.615915177862"
154,Indonesia,2490,323700,117.2665606,-0.2864100713,"https://www.google.com/maps?q=-0.286410071276233,117.266560649109"
155,Indonesia,2943,382590,117.1942245,1.74016008,"https://www.google.com/maps?q=1.74016008036267,117.194224529494"
156,Indonesia,9354,1216020,117.1052147,1.743106645,"https://www.google.com/maps?q=1.74310664464154,117.10521465429"
157,Indonesia,4017,522210,117.0340742,1.736879349,"https://www.google.com/maps?q=1.73687934934567,117.034074239395"
158,Indonesia,5453,708890,117.1423036,1.558601477,"https://www.google.com/maps?q=1.55860147715073,117.142303631753"
159,Indonesia,6286,817180,117.1942746,1.542783229,"https://www.google.com/maps?q=1.54278322854939,117.194274570286"
160,Indonesia,7524,978120,116.7227633,-0.2308946578,"https://www.google.com/maps?q=-0.230894657768415,116.722763296572"
161,Indonesia,4330,562900,116.5575309,-0.3576329112,"https://www.google.com/maps?q=-0.357632911230671,116.55753087484"
162,Indonesia,7775,1010750,116.7856646,-0.8971568342,"https://www.google.com/maps?q=-0.897156834177259,116.785664647493"
163,Indonesia,13086,1701180,116.3376662,-1.35144621,"https://www.google.com/maps?q=-1.35144621007834,116.337666218944"
164,Indonesia,4170,542100,116.2316165,-1.376874972,"https://www.google.com/maps?q=-1.37687497245767,116.231616483383"
165,Indonesia,2295,298350,116.3045194,-1.482515543,"https://www.google.com/maps?q=-1.48251554331592,116.304519386419"
166,Indonesia,1780,231400,116.3617828,-1.466871231,"https://www.google.com/maps?q=-1.46687123089148,116.361782756676"
167,Indonesia,3620,470600,116.013008,-2.003338898,"https://www.google.com/maps?q=-2.00333889781035,116.013008032304"
168,Indonesia,9821,1276730,115.9774721,-2.190920987,"https://www.google.com/maps?q=-2.19092098671302,115.977472129802"
169,Indonesia,6110,794300,116.3013977,-2.089282907,"https://www.google.com/maps?q=-2.08928290676569,116.301397747004"
170,Indonesia,2144,278720,116.3542655,-2.178214801,"https://www.google.com/maps?q=-2.17821480086958,116.35426551538"
171,Indonesia,5321,691730,116.2462969,-2.042981944,"https://www.google.com/maps?q=-2.0429819444283,116.246296869374"
172,Indonesia,23373,3038490,116.7932444,2.650634479,"https://www.google.com/maps?q=2.65063447865019,116.793244370819"
173,Indonesia,9687,1259310,116.8826712,2.790340163,"https://www.google.com/maps?q=2.79034016263973,116.88267116952"
174,Indonesia,8340,1084200,117.2806576,3.916842324,"https://www.google.com/maps?q=3.91684232357819,117.280657616118"
175,Indonesia,9573,1244490,117.3252427,3.981475006,"https://www.google.com/maps?q=3.98147500585686,117.32524271107"
176,Indonesia,3933,511290,117.3679414,3.382619135,"https://www.google.com/maps?q=3.38261913489352,117.367941361765"
177,Indonesia,17811,2315430,117.2722901,3.333376357,"https://www.google.com/maps?q=3.33337635712745,117.27229008421"
178,Indonesia,9987,1298310,117.1802037,3.309914306,"https://www.google.com/maps?q=3.30991430642465,117.180203744467"
179,Indonesia,2423,314990,117.0969965,3.288092561,"https://www.google.com/maps?q=3.28809256118044,117.096996500091"
180,Indonesia,4283,556790,116.767815,2.255105988,"https://www.google.com/maps?q=2.25510598804591,116.767814970295"
181,Indonesia,8216,1068080,116.7643756,2.199696193,"https://www.google.com/maps?q=2.19969619330675,116.764375620327"
182,Indonesia,3223,418990,117.9773508,2.417982811,"https://www.google.com/maps?q=2.41798281068592,117.977350847456"
183,Indonesia,15281,1986530,117.9062079,1.783772818,"https://www.google.com/maps?q=1.78377281804343,117.906207916536"
184,Indonesia,7426,965380,116.4914173,-0.1321233973,"https://www.google.com/maps?q=-0.132123397276993,116.491417296481"
185,Indonesia,16058,2087540,116.6481867,-0.1175722348,"https://www.google.com/maps?q=-0.117572234836953,116.648186678925"
186,Indonesia,3254,423020,117.9316592,2.243967305,"https://www.google.com/maps?q=2.24396730491472,117.931659190554"
187,Indonesia,405,52650,118.0642571,1.624720195,"https://www.google.com/maps?q=1.62472019476576,118.06425710204"
188,Indonesia,3697,480610,116.775531,1.071733628,"https://www.google.com/maps?q=1.07173362803114,116.775531038649"
189,Indonesia,2859,371670,116.7399519,1.016925638,"https://www.google.com/maps?q=1.01692563770433,116.7399518965"
190,Indonesia,4819,626470,116.0488309,0.3372220195,"https://www.google.com/maps?q=0.337222019543278,116.048830871948"
191,Indonesia,4523,587990,116.1095025,0.2501891963,"https://www.google.com/maps?q=0.250189196293204,116.109502464436"
192,Indonesia,13535,1759550,117.7300149,3.703255317,"https://www.google.com/maps?q=3.70325531738204,117.730014900419"
193,Indonesia,15630,2031900,117.5733627,3.704182212,"https://www.google.com/maps?q=3.70418221244627,117.573362707562"
194,Indonesia,12007,1560910,118.6125549,0.8883195387,"https://www.google.com/maps?q=0.888319538674193,118.612554880463"
195,Indonesia,4875,633750,117.0615854,-0.0919126014,"https://www.google.com/maps?q=-0.0919126014045752,117.061585385494"
196,Indonesia,68605,8918650,116.9925409,-0.2382950204,"https://www.google.com/maps?q=-0.238295020368916,116.992540881566"
197,Indonesia,15941,2072330,115.5031707,0.2620108477,"https://www.google.com/maps?q=0.262010847717893,115.503170731354"
198,Indonesia,1064,138320,115.4143705,0.2549319708,"https://www.google.com/maps?q=0.254931970769296,115.41437045673"
199,Indonesia,1494,194220,116.798649,-0.9888731908,"https://www.google.com/maps?q=-0.988873190784697,116.798649030448"
200,Indonesia,3926,510380,116.7233434,-0.9797134569,"https://www.google.com/maps?q=-0.979713456937733,116.723343373209"
201,Indonesia,15629,2031770,118.0785352,1.024268864,"https://www.google.com/maps?q=1.02426886359025,118.078535168397"
202,Indonesia,2491,323830,116.8412034,0.7701561937,"https://www.google.com/maps?q=0.770156193739219,116.841203440691"
203,Indonesia,2730,354900,116.9211832,-1.044158323,"https://www.google.com/maps?q=-1.044158323323,116.92118323751"
204,Indonesia,5519,717470,116.9625864,-1.074702718,"https://www.google.com/maps?q=-1.07470271764706,116.962586446545"
205,Indonesia,652,84760,116.9996705,-1.025437179,"https://www.google.com/maps?q=-1.02543717931605,116.999670531893"
206,Indonesia,3840,499200,117.0225643,-1.09244242,"https://www.google.com/maps?q=-1.09244242035143,117.022564307646"
207,Indonesia,3991,518830,116.8633882,-0.9789163616,"https://www.google.com/maps?q=-0.978916361625848,116.863388159513"
208,Indonesia,566,73580,116.8012864,-0.9504395629,"https://www.google.com/maps?q=-0.950439562876681,116.801286362743"
209,Indonesia,1368,177840,116.726563,-1.006829537,"https://www.google.com/maps?q=-1.00682953667073,116.726562973105"
210,Indonesia,207,26910,117.6055684,4.052694422,"https://www.google.com/maps?q=4.05269442211039,117.605568378494"
211,Indonesia,780,101400,117.6481216,3.73826477,"https://www.google.com/maps?q=3.73826477019843,117.648121587485"
212,Indonesia,5848,760240,117.4579844,2.707690971,"https://www.google.com/maps?q=2.70769097121933,117.457984355592"
213,Indonesia,5685,739050,117.1030065,2.686134529,"https://www.google.com/maps?q=2.6861345289271,117.103006538145"
214,Indonesia,5845,759850,117.2627436,2.059068132,"https://www.google.com/maps?q=2.05906813157999,117.262743575248"
215,Indonesia,24957,3244410,117.499117,1.998988625,"https://www.google.com/maps?q=1.99898862533961,117.499117035499"
216,Indonesia,316,41080,117.7513294,2.007040921,"https://www.google.com/maps?q=2.00704092124552,117.751329399401"
217,Indonesia,313,40690,117.7682183,1.995999601,"https://www.google.com/maps?q=1.99599960062605,117.768218286568"
218,Indonesia,15929,2070770,117.5800402,1.337647899,"https://www.google.com/maps?q=1.33764789947554,117.580040203489"
219,Indonesia,10100,1313000,117.8702153,1.257049893,"https://www.google.com/maps?q=1.25704989280123,117.870215276569"
220,Indonesia,19293,2508090,118.3417476,0.9190323414,"https://www.google.com/maps?q=0.919032341437588,118.34174760746"
221,Indonesia,8907,1157910,118.826994,0.8621695343,"https://www.google.com/maps?q=0.862169534300205,118.826994047759"
222,Indonesia,7489,973570,115.4489984,0.2725609319,"https://www.google.com/maps?q=0.272560931885005,115.448998423204"
223,Indonesia,9910,1288300,117.0502082,0.01383723931,"https://www.google.com/maps?q=0.0138372393067059,117.050208220011"
224,Indonesia,5119,665470,117.2399803,-0.004647676279,"https://www.google.com/maps?q=-0.00464767627935616,117.239980334819"
225,Indonesia,4717,613210,116.8542968,-0.07909565531,"https://www.google.com/maps?q=-0.0790956553116795,116.854296813194"
226,Indonesia,10004,1300520,116.8873723,-0.3816661301,"https://www.google.com/maps?q=-0.381666130146242,116.887372334029"
227,Indonesia,5481,712530,117.0238355,-0.7013526985,"https://www.google.com/maps?q=-0.701352698483309,117.023835488656"
228,Indonesia,5031,654030,116.8160055,-0.8317657993,"https://www.google.com/maps?q=-0.831765799266237,116.816005490123"
229,Indonesia,2015,261950,116.6737976,-0.9910422883,"https://www.google.com/maps?q=-0.991042288334028,116.673797602032"
230,Indonesia,16,2080,116.8744993,-1.121912427,"https://www.google.com/maps?q=-1.12191242685877,116.874499321874"
231,Indonesia,4076,529880,116.630429,-1.17079941,"https://www.google.com/maps?q=-1.17079941018662,116.630429018606"
232,Indonesia,935,121550,116.4561793,-2.339101539,"https://www.google.com/maps?q=-2.3391015386332,116.456179320168"
233,Indonesia,3048,396240,118.0570565,2.321660084,"https://www.google.com/maps?q=2.32166008355892,118.057056470925"
234,Indonesia,5642,733460,118.3003108,1.486915214,"https://www.google.com/maps?q=1.48691521358772,118.300310752866"
235,Indonesia,9040,1175200,116.6681145,0.7471864595,"https://www.google.com/maps?q=0.747186459463629,116.66811445776"
236,Indonesia,7234,940420,116.659732,-0.3727198807,"https://www.google.com/maps?q=-0.37271988065572,116.659732016258"
237,Indonesia,12527,1628510,116.8982263,-0.5301100581,"https://www.google.com/maps?q=-0.530110058084861,116.898226250652"
238,Indonesia,5095,662350,117.3540256,-0.160458797,"https://www.google.com/maps?q=-0.160458797,117.354025591907"
239,Indonesia,6556,852280,115.8731822,-0.4771886031,"https://www.google.com/maps?q=-0.477188603137722,115.873182206159"
240,Indonesia,5194,675220,116.6894878,-1.260429208,"https://www.google.com/maps?q=-1.26042920817596,116.689487792307"
241,Indonesia,2458,319540,116.6129039,-1.288057737,"https://www.google.com/maps?q=-1.28805773737322,116.61290390104"
242,Indonesia,1472,191360,116.639464,-1.286105728,"https://www.google.com/maps?q=-1.28610572815115,116.639463976327"
